yyyymmdd,CS,FT,NE,SNE,SWF,SSWF,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY
20071201,0,0,0,0,0,0,0,0,0,0,0,0,0
20071202,0,0,0,0,0,0,0,0,0,0,0,0,0
20071203,0,0,1,1,0,0,0,0,0,0,0,0,0
20071204,0,0,1,1,0,0,0,0,0,0,0,0,0
20071205,0,0,1,1,0,0,0,0,0,0,0,0,0
20071206,0,1,1,0,0,0,0,0,0,0,0,0,0
20071207,0,0,1,1,0,0,0,0,0,0,0,0,0
20071208,0,0,1,0,0,0,0,0,0,0,0,0,0
20071209,0,0,0,0,0,0,0,0,0,0,0,0,0
20071210,0,0,0,0,0,0,0,0,0,0,0,0,0
20071211,0,0,0,0,0,0,0,0,0,0,0,0,0
20071212,0,0,0,0,0,0,0,0,0,0,0,0,0
20071213,0,0,1,1,0,0,0,0,0,0,0,0,0
20071214,0,0,1,0,0,0,0,0,0,0,0,0,0
20071215,0,0,1,1,0,0,0,0,0,0,0,0,0
20071216,0,0,0,0,0,0,0,0,0,0,0,0,0
20071217,0,0,0,0,0,0,0,0,0,0,0,0,0
20071218,0,0,1,0,0,0,0,0,0,0,0,0,0
20071219,0,1,1,1,0,0,0,0,0,0,0,0,0
20071220,0,0,0,0,0,0,0,0,0,0,0,0,0
20071221,0,0,0,0,0,0,0,0,0,0,0,0,0
20071222,0,1,1,0,0,0,0,0,0,0,0,0,0
20071223,0,1,1,1,0,0,0,0,0,0,0,0,0
20071224,0,1,1,1,0,0,0,0,0,0,0,0,0
20071225,0,0,1,1,0,0,0,0,0,0,0,0,0
20071226,0,0,1,1,0,0,0,0,0,0,0,0,0
20071227,0,0,1,0,0,0,0,0,0,0,0,0,0
20071228,0,0,1,1,0,0,0,0,0,0,0,0,0
20071229,0,0,1,1,0,0,0,0,0,0,0,0,0
20071230,0,0,1,1,0,0,0,0,0,0,0,0,0
20071231,0,0,1,1,0,0,0,0,0,0,0,0,0
20080101,0,0,1,1,0,0,0,0,0,0,0,0,0
20080102,0,0,1,0,0,0,0,0,0,0,0,0,0
20080103,0,0,1,1,0,0,0,0,0,0,0,0,0
20080104,0,0,1,0,0,0,0,0,0,0,0,0,0
20080105,0,0,1,0,0,0,0,0,0,0,0,0,0
20080106,0,0,0,0,0,0,0,0,0,0,0,0,0
20080107,0,0,0,0,0,0,0,0,0,0,0,0,0
20080108,0,0,0,0,0,0,0,0,0,0,0,0,0
20080109,0,0,0,0,0,0,0,0,0,0,0,0,0
20080110,0,0,0,0,0,0,0,0,0,0,0,0,0
20080111,0,0,0,0,0,0,0,0,0,0,0,0,0
20080112,0,1,1,1,0,0,0,0,0,0,0,0,1
20080113,0,0,1,1,0,0,0,0,0,0,0,0,1
20080114,0,0,1,1,0,0,0,0,0,0,0,0,1
20080115,0,0,1,1,0,0,0,0,0,0,0,0,1
20080116,0,0,1,1,0,0,0,0,0,0,0,0,1
20080117,0,0,1,1,0,0,0,0,0,0,0,0,1
20080118,0,0,1,1,0,0,0,0,0,0,0,0,0
20080119,0,0,0,0,0,0,0,0,0,0,0,0,0
20080120,0,0,0,0,0,0,0,0,0,0,0,0,0
20080121,0,0,1,1,0,0,0,0,0,0,0,0,0
20080122,0,0,1,1,0,0,0,0,0,0,0,0,0
20080123,0,0,1,1,0,0,0,0,0,0,0,0,0
20080124,0,0,1,1,0,0,0,0,0,0,0,0,0
20080125,0,0,1,1,0,0,0,0,0,0,0,0,0
20080126,0,0,1,1,0,0,0,0,0,0,0,0,0
20080127,0,0,1,1,0,0,0,0,0,0,0,0,0
20080128,0,0,1,0,0,0,0,0,0,0,0,0,0
20080129,0,0,1,1,0,0,0,0,0,0,0,0,0
20080130,0,0,1,1,0,0,0,0,0,0,0,0,0
20080131,0,0,1,1,0,0,0,0,0,0,0,0,0
20080201,0,0,1,1,0,0,0,0,0,0,0,0,0
20080202,0,1,0,0,0,0,0,0,0,0,0,0,0
20080203,0,0,1,1,0,0,0,0,0,0,0,0,0
20080204,0,0,1,1,0,0,0,0,0,0,0,0,0
20080205,0,1,0,0,0,0,0,0,0,0,0,0,0
20080206,0,0,1,1,0,0,0,0,0,0,0,0,0
20080207,0,0,1,1,0,0,0,0,0,0,0,0,0
20080208,0,0,1,1,0,0,0,0,0,0,0,0,0
20080209,1,0,1,1,0,0,0,0,0,0,0,0,0
20080210,0,0,1,1,0,0,0,0,0,0,0,0,0
20080211,1,0,0,0,0,0,0,0,0,0,0,0,0
20080212,1,0,1,1,0,0,0,0,0,0,0,0,0
20080213,1,0,1,1,0,0,0,0,0,0,0,0,0
20080214,0,0,1,1,0,0,0,0,0,0,0,0,0
20080215,0,0,1,1,0,0,0,0,0,0,0,0,0
20080216,0,0,1,1,0,0,0,0,0,0,0,0,0
20080217,0,0,1,1,0,0,0,0,0,0,0,0,0
20080218,0,0,1,1,0,0,0,0,0,0,0,0,0
20080219,0,0,1,1,0,0,0,0,0,0,0,0,0
20080220,0,0,1,1,0,0,0,0,0,0,0,0,0
20080221,0,0,0,0,0,0,0,0,0,0,0,0,0
20080222,0,0,0,0,0,0,0,0,0,0,0,0,0
20080223,0,1,1,1,0,0,0,0,0,0,0,0,0
20080224,0,0,1,1,0,0,0,0,0,0,0,0,0
20080225,0,0,0,0,0,0,0,0,0,0,0,0,0
20080226,0,1,0,0,0,0,0,0,0,0,0,0,0
20080227,0,0,1,1,0,0,0,0,0,0,0,0,0
20080228,0,0,0,0,0,0,0,0,0,0,0,0,0
20080229,0,1,0,0,0,0,0,0,0,0,0,0,0
20080301,0,0,0,0,0,0,0,0,0,0,0,0,0
20080302,0,0,0,0,0,0,0,0,0,0,0,0,0
20080303,0,0,1,1,0,0,0,0,0,0,0,0,0
20080304,0,0,1,0,0,0,0,0,0,0,0,0,0
20080305,0,0,0,0,0,0,0,0,0,0,0,0,0
20080306,0,0,0,0,0,0,0,0,0,0,0,0,0
20080307,0,0,1,1,0,0,0,0,0,0,0,0,0
20080308,0,1,1,0,0,0,0,0,0,0,0,0,0
20080309,0,1,1,1,0,0,0,0,0,0,0,0,0
20080310,0,0,1,0,0,0,0,0,0,0,0,0,0
20080311,0,0,1,0,0,0,0,0,0,0,0,0,0
20080312,0,0,0,0,0,0,0,0,0,0,0,0,0
20080313,0,0,0,0,0,0,0,0,0,0,0,0,0
20080314,0,1,1,1,0,0,0,0,0,0,0,0,0
20080315,0,0,0,0,0,0,0,0,0,0,0,0,0
20080316,0,0,0,0,0,0,0,0,0,0,0,0,0
20080317,0,0,0,0,0,0,0,0,0,0,0,0,0
20080318,0,1,0,0,0,0,0,0,0,0,0,0,0
20080319,0,1,1,1,0,0,0,0,0,0,0,0,0
20080320,0,0,0,0,0,0,0,0,0,0,0,0,0
20080321,0,0,0,0,0,0,0,0,0,0,0,0,0
20080322,0,0,0,0,0,0,0,0,0,0,0,0,0
20080323,0,1,1,1,0,0,0,0,0,0,0,0,0
20080324,0,0,0,0,0,0,0,0,0,0,0,0,0
20080325,0,0,0,0,0,0,0,0,0,0,0,0,0
20080326,0,1,0,0,0,0,0,0,0,0,0,0,0
20080327,0,0,0,0,0,0,0,0,0,0,0,0,0
20080328,0,0,0,0,0,0,0,0,0,0,0,0,0
20080329,0,0,0,0,0,0,0,0,0,0,0,0,0
20080330,0,1,1,1,0,0,0,0,0,0,0,0,0
20080331,0,1,1,1,0,0,0,0,0,0,0,0,0
20080401,0,1,0,0,0,0,0,0,0,0,0,0,0
20080402,0,1,1,0,0,0,0,0,0,0,0,0,0
20080403,0,1,0,0,0,0,0,0,0,0,0,0,0
20080404,0,0,0,0,0,0,0,0,0,0,0,0,0
20080405,0,0,0,0,0,0,0,0,0,0,0,0,0
20080406,0,0,0,0,0,0,0,0,0,0,0,0,0
20080407,0,0,0,0,0,0,0,0,0,0,0,0,0
20080408,0,0,0,0,0,0,0,0,0,0,0,0,0
20080409,0,0,0,0,0,0,0,0,0,0,0,0,0
20080410,0,1,1,0,0,0,0,0,0,0,0,0,0
20080411,0,0,0,0,0,0,0,0,0,0,0,0,0
20080412,0,0,0,0,0,0,0,0,0,0,0,0,0
20080413,0,1,1,0,0,0,0,0,0,0,0,0,1
20080414,0,0,1,0,0,0,0,0,0,0,0,0,1
20080415,0,0,0,0,0,0,0,0,0,0,0,0,1
20080416,0,1,0,0,0,0,0,0,0,0,0,0,1
20080417,0,1,1,1,0,0,0,0,0,0,0,0,1
20080418,0,0,0,0,0,0,0,0,0,0,0,1,1
20080419,0,0,0,0,0,0,0,0,0,0,0,1,1
20080420,0,0,0,0,0,0,0,0,0,0,0,0,0
20080421,0,1,0,0,0,0,0,0,0,0,0,0,0
20080422,0,1,0,0,0,0,0,0,0,0,0,0,0
20080423,0,0,1,1,0,0,0,0,0,0,0,0,0
20080424,0,0,1,0,0,0,0,0,0,0,0,0,0
20080425,0,0,0,0,0,0,0,0,0,0,0,0,0
20080426,0,0,0,0,0,0,0,0,0,0,0,0,0
20080427,0,0,0,0,0,0,0,0,0,0,0,0,0
20080428,0,1,0,0,0,0,0,0,0,0,0,0,0
20080429,0,0,0,0,0,0,0,0,0,0,0,0,0
20080430,0,0,0,0,0,0,0,0,0,0,0,0,0
20080501,0,1,0,0,1,0,0,0,0,0,0,0,0
20080502,0,0,0,0,1,0,0,0,0,0,0,0,0
20080503,0,0,0,0,1,0,0,0,0,0,0,0,0
20080504,0,0,0,0,1,0,0,0,0,0,0,0,0
20080505,0,1,1,0,1,0,0,0,0,0,0,0,0
20080506,0,1,1,0,1,0,0,0,0,0,0,0,1
20080507,0,1,0,0,1,0,0,0,0,0,0,0,1
20080508,0,0,0,0,1,0,0,0,0,0,0,0,1
20080509,0,0,0,0,1,0,0,0,0,0,0,0,1
20080510,0,1,1,1,0,0,0,0,0,0,0,0,1
20080511,0,0,1,1,0,0,0,0,0,0,0,0,1
20080512,0,0,1,0,0,0,0,0,0,0,0,0,1
20080513,0,0,1,1,0,0,0,0,0,0,0,1,1
20080514,0,0,0,0,0,0,0,0,0,0,0,1,1
20080515,0,0,1,1,0,0,0,0,0,0,0,1,1
20080516,0,0,1,0,0,0,0,0,0,0,0,1,1
20080517,0,0,0,0,0,0,0,0,0,0,0,1,1
20080518,0,0,0,0,1,0,0,0,0,0,1,1,1
20080519,0,1,1,1,1,0,0,0,0,0,0,1,1
20080520,0,1,0,0,1,1,0,0,0,0,0,0,1
20080521,0,1,0,0,1,1,0,0,0,0,0,0,1
20080522,0,1,0,0,1,0,0,0,0,0,0,0,1
20080523,0,0,0,0,1,0,0,0,0,0,0,0,1
20080524,0,0,0,0,1,0,0,0,0,0,0,0,1
20080525,0,0,0,0,1,0,0,0,0,0,0,0,0
20080526,0,1,0,0,1,0,0,0,0,0,0,0,1
20080527,0,0,0,0,1,1,0,0,0,0,0,0,1
20080528,0,0,0,0,1,1,0,0,0,0,0,0,1
20080529,0,0,0,0,1,1,0,0,0,0,0,0,1
20080530,0,1,0,0,1,0,0,0,0,0,0,0,1
20080531,0,1,1,0,1,1,0,0,0,0,0,0,1
20080601,0,1,0,0,1,0,0,0,0,0,0,0,1
20080602,0,1,0,0,1,1,0,0,0,0,0,0,1
20080603,0,1,0,0,1,1,0,0,0,0,0,0,1
20080604,0,1,0,0,1,1,0,0,0,0,0,0,1
20080605,0,1,0,0,1,1,0,0,0,0,0,0,1
20080606,0,1,0,0,1,1,0,0,0,0,0,0,1
20080607,0,1,0,0,1,1,0,0,0,0,0,0,0
20080608,0,0,0,0,0,0,0,0,0,0,0,0,0
20080609,0,0,0,0,1,1,0,0,0,0,0,0,0
20080610,0,0,0,0,1,1,0,0,0,0,0,0,0
20080611,0,0,0,0,1,1,0,0,0,0,0,0,0
20080612,0,1,0,0,1,1,0,0,0,0,0,0,0
20080613,0,1,0,0,1,1,0,0,0,0,0,0,0
20080614,0,0,0,0,1,1,0,0,0,0,0,0,0
20080615,0,0,0,0,1,1,0,0,0,0,0,0,0
20080616,0,0,0,0,1,1,0,0,0,0,0,0,0
20080617,0,0,0,0,1,1,0,0,0,0,0,0,1
20080618,0,0,0,0,1,1,0,0,0,0,0,0,1
20080619,0,0,0,0,1,1,0,0,0,0,0,0,1
20080620,0,0,0,0,0,0,0,0,0,0,0,0,1
20080621,0,0,0,0,0,0,0,0,0,0,0,1,1
20080622,0,0,0,0,0,0,0,0,0,0,0,1,1
20080623,0,0,0,0,1,0,0,0,0,0,0,1,1
20080624,0,0,0,0,1,1,0,0,0,0,0,1,1
20080625,0,0,0,0,1,1,0,0,0,0,0,1,1
20080626,0,0,0,0,1,1,0,0,0,0,0,1,1
20080627,0,0,0,0,1,1,0,0,0,0,0,1,1
20080628,0,0,0,0,1,1,0,0,0,0,0,0,0
20080629,0,1,0,0,1,1,0,0,0,0,0,0,0
20080630,0,0,0,0,1,1,0,0,0,0,0,0,0
20080701,0,0,0,0,0,0,0,0,0,0,0,0,0
20080702,0,0,0,0,0,0,0,0,0,0,0,0,0
20080703,0,0,0,0,0,0,0,0,0,0,0,0,0
20080704,0,0,0,0,0,0,0,0,0,0,0,0,0
20080705,0,0,0,0,0,0,0,0,0,0,0,0,0
20080706,0,0,0,0,1,1,0,0,0,0,0,0,0
20080707,0,0,0,0,1,1,0,0,0,0,0,0,0
20080708,0,0,0,0,1,1,0,0,0,0,0,0,0
20080709,0,0,0,0,1,1,0,0,0,0,0,0,0
20080710,0,0,0,0,1,1,0,0,0,0,0,0,0
20080711,0,0,0,0,1,1,0,0,0,0,0,1,1
20080712,0,0,0,0,1,1,0,0,0,0,0,1,1
20080713,0,0,0,0,1,1,0,0,0,0,0,1,1
20080714,0,0,0,0,1,0,0,0,0,0,0,1,1
20080715,0,0,0,0,1,0,0,0,0,0,1,1,1
20080716,0,0,0,0,1,0,1,0,0,1,1,1,1
20080717,0,0,0,0,1,1,1,1,1,1,1,1,1
20080718,0,0,0,0,1,1,1,1,1,1,1,1,1
20080719,0,0,0,0,1,1,0,0,0,0,1,1,1
20080720,0,0,0,0,1,0,0,0,0,0,0,0,1
20080721,0,0,0,0,1,0,0,0,0,0,0,0,1
20080722,0,0,0,0,1,1,0,0,0,0,0,0,1
20080723,0,0,0,0,1,0,0,0,0,0,0,0,1
20080724,0,0,0,0,0,0,0,0,0,0,0,0,1
20080725,0,0,0,0,0,0,0,0,0,0,0,1,1
20080726,0,0,0,0,1,0,1,0,0,0,1,1,1
20080727,0,0,0,0,0,0,1,1,1,1,1,1,1
20080728,0,0,0,0,1,1,1,1,1,1,1,1,1
20080729,0,0,0,0,1,1,1,0,0,0,1,1,1
20080730,0,0,0,0,1,1,0,0,0,0,0,1,1
20080731,0,0,0,0,0,0,0,0,0,0,0,1,1
20080801,0,0,0,0,0,0,0,0,0,0,0,0,0
20080802,0,0,0,0,0,0,0,0,0,0,0,0,0
20080803,0,0,0,0,0,0,0,0,0,0,1,1,1
20080804,0,0,0,0,0,0,0,0,0,0,1,1,1
20080805,0,0,0,0,1,1,0,0,0,0,0,1,1
20080806,0,0,0,0,1,1,0,0,0,0,0,1,1
20080807,0,0,0,0,1,1,0,0,0,0,0,0,1
20080808,0,0,0,0,1,1,0,0,0,0,0,0,1
20080809,0,0,0,0,1,1,0,0,0,0,0,0,1
20080810,0,0,0,0,1,1,0,0,0,0,0,0,1
20080811,0,0,0,0,1,1,0,1,1,1,1,1,1
20080812,0,0,0,0,1,0,0,0,0,0,0,1,1
20080813,0,0,0,0,1,0,0,0,0,0,0,1,1
20080814,0,0,0,0,1,0,0,0,0,0,0,1,1
20080815,0,0,0,0,1,0,0,0,0,0,0,0,1
20080816,0,0,0,0,1,0,0,0,0,0,0,0,1
20080817,0,0,0,0,0,0,0,0,0,0,0,0,1
20080818,0,0,0,0,0,0,0,0,0,0,0,1,1
20080819,0,0,0,0,1,0,1,0,0,0,1,1,1
20080820,0,0,0,0,1,0,1,0,0,1,1,1,1
20080821,0,0,0,0,1,1,1,0,0,0,1,1,1
20080822,0,0,0,0,1,1,0,0,0,0,0,1,1
20080823,0,0,0,0,1,1,0,0,0,0,0,1,1
20080824,0,0,0,0,1,0,0,0,0,0,0,0,0
20080825,0,0,0,0,0,0,0,0,0,0,0,0,1
20080826,0,0,0,0,0,0,0,0,0,0,0,1,1
20080827,0,1,0,0,0,0,0,0,0,0,1,1,1
20080828,0,0,0,0,1,0,0,0,1,1,1,1,1
20080829,0,0,0,0,1,0,0,1,1,1,1,1,1
20080830,0,0,0,0,1,0,0,0,0,0,0,0,0
20080831,0,0,0,0,1,0,0,0,0,0,0,0,0
20080901,0,1,0,0,1,0,0,0,0,0,0,0,0
20080902,0,1,0,0,1,0,0,0,0,0,0,0,0
20080903,0,0,0,0,1,0,0,0,0,0,0,0,0
20080904,0,1,0,0,1,0,0,0,0,0,0,0,0
20080905,0,0,0,0,1,0,0,0,0,0,0,0,0
20080906,0,0,0,0,0,0,0,0,0,0,0,0,0
20080907,0,0,0,0,0,0,0,0,0,0,0,1,1
20080908,0,0,1,0,0,0,0,0,0,0,0,1,1
20080909,0,0,1,0,0,0,0,0,0,0,0,1,1
20080910,0,0,0,0,0,0,0,0,0,0,1,1,1
20080911,0,0,1,1,0,0,1,0,0,0,1,1,1
20080912,0,0,1,1,0,0,1,0,1,1,1,1,1
20080913,0,0,0,0,0,0,1,1,1,1,1,1,1
20080914,0,0,0,0,1,0,1,1,1,1,1,1,1
20080915,0,0,0,0,1,0,1,0,1,1,1,1,1
20080916,0,0,0,0,1,0,1,0,0,1,1,1,1
20080917,0,0,0,0,1,0,0,0,0,0,1,1,1
20080918,0,0,0,0,0,0,0,0,0,0,0,1,1
20080919,0,0,0,0,0,0,0,0,0,0,0,0,1
20080920,0,0,0,0,0,0,0,0,0,0,0,0,1
20080921,0,0,0,0,0,0,1,0,0,0,0,1,1
20080922,0,0,0,0,0,0,1,0,0,1,1,1,1
20080923,0,0,0,0,1,1,1,0,0,0,1,1,1
20080924,0,0,0,0,1,1,0,0,0,0,0,1,1
20080925,0,0,0,0,0,0,0,0,0,0,0,0,1
20080926,0,0,1,1,0,0,1,0,0,0,0,1,1
20080927,0,0,1,1,0,0,1,0,0,1,1,1,1
20080928,0,0,0,0,0,0,1,1,1,1,1,1,1
20080929,0,0,0,0,1,1,1,1,1,1,1,1,1
20080930,0,0,0,0,0,0,0,0,0,0,1,1,1
20081001,0,0,1,0,0,0,0,0,0,0,0,1,1
20081002,0,0,1,0,0,0,0,0,0,0,0,1,1
20081003,0,0,0,0,0,0,0,0,0,0,0,0,1
20081004,0,0,0,0,0,0,0,0,0,0,0,1,1
20081005,0,0,0,0,0,0,0,0,0,0,0,1,1
20081006,0,1,1,1,0,0,0,0,0,0,1,1,1
20081007,0,1,1,1,0,0,0,0,0,0,0,0,0
20081008,0,0,1,0,0,0,0,0,0,0,0,0,0
20081009,0,0,1,1,0,0,0,0,0,0,0,0,0
20081010,0,0,1,1,0,0,0,0,0,0,0,0,0
20081011,0,0,1,1,0,0,0,0,0,0,0,0,0
20081012,0,0,1,0,0,0,0,0,0,0,0,0,1
20081013,0,0,1,0,0,0,0,0,0,0,0,0,1
20081014,0,0,1,1,0,0,0,0,0,0,0,0,1
20081015,0,0,1,1,0,0,0,0,0,0,0,0,1
20081016,0,0,0,0,0,0,0,0,0,0,0,0,0
20081017,0,0,0,0,0,0,0,0,0,0,0,0,1
20081018,0,0,1,0,0,0,0,0,0,0,0,0,1
20081019,0,0,0,0,0,0,0,0,0,0,0,0,1
20081020,0,0,0,0,0,0,0,0,0,0,0,0,1
20081021,0,0,0,0,0,0,0,0,0,0,0,0,1
20081022,0,0,0,0,0,0,0,0,0,0,0,0,1
20081023,0,0,0,0,0,0,0,0,0,0,0,0,0
20081024,0,1,1,1,0,0,0,0,0,0,0,0,0
20081025,0,0,0,0,0,0,0,0,0,0,0,0,0
20081026,0,0,1,0,0,0,0,0,0,0,0,0,0
20081027,0,0,1,1,0,0,0,0,0,0,0,0,0
20081028,0,0,0,0,0,0,0,0,0,0,0,0,0
20081029,0,0,0,0,0,0,0,0,0,0,0,0,0
20081030,0,0,0,0,0,0,0,0,0,0,0,0,0
20081031,0,0,1,0,0,0,0,0,0,0,0,0,0
20081101,0,0,1,1,0,0,0,0,0,0,0,0,0
20081102,0,0,0,0,0,0,0,0,0,0,0,0,0
20081103,0,1,1,1,0,0,0,0,0,0,0,0,0
20081104,0,0,0,0,0,0,0,0,0,0,0,0,0
20081105,0,0,0,0,0,0,0,0,0,0,0,0,1
20081106,0,0,0,0,0,0,0,0,0,0,0,0,1
20081107,0,0,0,0,0,0,0,0,0,0,0,1,1
20081108,0,1,1,1,0,0,0,0,0,0,0,1,1
20081109,0,1,1,1,0,0,0,0,0,0,0,1,1
20081110,0,0,0,0,0,0,0,0,0,0,0,1,1
20081111,0,0,0,0,0,0,0,0,0,0,0,0,1
20081112,0,0,1,1,0,0,0,0,0,0,0,0,1
20081113,0,0,1,1,0,0,0,0,0,0,0,0,1
20081114,0,0,1,0,0,0,0,0,0,0,0,0,1
20081115,0,0,1,0,0,0,0,0,0,0,0,0,1
20081116,0,0,1,1,0,0,0,0,0,0,0,0,1
20081117,0,0,1,1,0,0,0,0,0,0,0,0,1
20081118,0,0,1,1,0,0,0,0,0,0,0,0,1
20081119,0,0,1,1,0,0,0,0,0,0,0,0,1
20081120,0,0,1,1,0,0,0,0,0,0,0,0,0
20081121,0,0,1,1,0,0,0,0,0,0,0,0,0
20081122,0,0,0,0,0,0,0,0,0,0,0,0,0
20081123,0,0,0,0,0,0,0,0,0,0,0,0,0
20081124,0,1,1,1,0,0,0,0,0,0,0,0,0
20081125,0,0,1,1,0,0,0,0,0,0,0,0,0
20081126,0,0,1,1,0,0,0,0,0,0,0,0,0
20081127,0,0,0,0,0,0,0,0,0,0,0,0,0
20081128,0,0,1,0,0,0,0,0,0,0,0,0,0
20081129,0,0,1,0,0,0,0,0,0,0,0,0,0
20081130,0,0,1,1,0,0,0,0,0,0,0,0,0
20081201,0,0,1,0,0,0,0,0,0,0,0,0,0
20081202,0,0,0,0,0,0,0,0,0,0,0,0,0
20081203,0,0,0,0,0,0,0,0,0,0,0,0,0
20081204,0,0,0,0,0,0,0,0,0,0,0,0,0
20081205,0,0,1,1,0,0,0,0,0,0,0,0,0
20081206,0,0,1,1,0,0,0,0,0,0,0,0,0
20081207,0,0,1,1,0,0,0,0,0,0,0,0,0
20081208,0,1,1,0,0,0,0,0,0,0,0,0,1
20081209,0,0,1,0,0,0,0,0,0,0,0,0,1
20081210,0,0,0,0,0,0,0,0,0,0,0,0,1
20081211,0,0,1,1,0,0,0,0,0,0,0,0,1
20081212,0,0,0,0,0,0,0,0,0,0,0,0,1
20081213,0,0,0,0,0,0,0,0,0,0,0,0,1
20081214,0,0,0,0,0,0,0,0,0,0,0,0,1
20081215,0,0,1,0,0,0,0,0,0,0,0,0,1
20081216,0,0,1,0,0,0,0,0,0,0,0,0,1
20081217,0,0,1,0,0,0,0,0,0,0,0,0,1
20081218,0,0,1,1,0,0,0,0,0,0,0,0,1
20081219,0,0,0,0,0,0,0,0,0,0,0,0,0
20081220,0,0,0,0,0,0,0,0,0,0,0,0,0
20081221,0,0,1,1,0,0,0,0,0,0,0,0,0
20081222,0,0,1,1,0,0,0,0,0,0,0,0,0
20081223,0,0,1,1,0,0,0,0,0,0,0,0,0
20081224,0,0,0,0,0,0,0,0,0,0,0,0,0
20081225,0,0,1,1,0,0,0,0,0,0,0,0,0
20081226,0,0,1,1,0,0,0,0,0,0,0,0,0
20081227,0,0,0,0,0,0,0,0,0,0,0,0,0
20081228,0,0,0,0,0,0,0,0,0,0,0,0,0
20081229,0,1,1,1,0,0,0,0,0,0,0,0,0
20081230,0,0,1,1,0,0,0,0,0,0,0,0,0
20081231,0,0,1,1,0,0,0,0,0,0,0,0,0
20090101,0,0,0,0,0,0,0,0,0,0,0,0,0
20090102,0,0,1,1,0,0,0,0,0,0,0,0,0
20090103,0,0,1,1,0,0,0,0,0,0,0,0,0
20090104,0,1,1,1,0,0,0,0,0,0,0,0,0
20090105,0,0,1,1,0,0,0,0,0,0,0,0,0
20090106,0,0,1,1,0,0,0,0,0,0,0,0,0
20090107,0,0,1,1,0,0,0,0,0,0,0,0,0
20090108,0,0,1,1,0,0,0,0,0,0,0,0,0
20090109,1,0,0,0,0,0,0,0,0,0,0,0,0
20090110,1,0,1,1,0,0,0,0,0,0,0,0,0
20090111,0,0,1,0,0,0,0,0,0,0,0,0,0
20090112,0,0,1,1,0,0,0,0,0,0,0,0,0
20090113,1,0,1,0,0,0,0,0,0,0,0,0,0
20090114,0,0,1,1,0,0,0,0,0,0,0,0,0
20090115,0,0,1,0,0,0,0,0,0,0,0,0,0
20090116,0,0,0,0,0,0,0,0,0,0,0,0,0
20090117,0,0,0,0,0,0,0,0,0,0,0,0,0
20090118,0,0,0,0,0,0,0,0,0,0,0,0,0
20090119,0,0,1,1,0,0,0,0,0,0,0,0,0
20090120,0,0,0,0,0,0,0,0,0,0,0,0,0
20090121,0,1,1,0,0,0,0,0,0,0,0,0,0
20090122,0,0,0,0,0,0,0,0,0,0,0,0,0
20090123,1,0,1,1,0,0,0,0,0,0,0,0,0
20090124,1,0,1,1,0,0,0,0,0,0,0,0,0
20090125,0,0,1,1,0,0,0,0,0,0,0,0,0
20090126,0,0,1,1,0,0,0,0,0,0,0,0,0
20090127,0,0,1,1,0,0,0,0,0,0,0,0,0
20090128,0,0,1,0,0,0,0,0,0,0,0,0,0
20090129,0,0,0,0,0,0,0,0,0,0,0,0,0
20090130,0,1,0,0,0,0,0,0,0,0,0,0,0
20090131,0,0,1,0,0,0,0,0,0,0,0,0,0
20090201,0,0,0,0,0,0,0,0,0,0,0,0,0
20090202,0,0,0,0,0,0,0,0,0,0,0,0,0
20090203,0,0,1,0,0,0,0,0,0,0,0,0,0
20090204,0,0,1,1,0,0,0,0,0,0,0,0,0
20090205,0,1,1,1,0,0,0,0,0,0,0,0,0
20090206,0,0,1,1,0,0,0,0,0,0,0,0,0
20090207,0,0,1,1,0,0,0,0,0,0,0,0,0
20090208,0,0,1,1,0,0,0,0,0,0,0,0,0
20090209,0,0,1,0,0,0,0,0,0,0,0,0,0
20090210,0,0,0,0,0,0,0,0,0,0,0,0,0
20090211,0,0,0,0,0,0,0,0,0,0,0,0,0
20090212,0,0,0,0,0,0,0,0,0,0,0,0,0
20090213,0,0,0,0,0,0,0,0,0,0,0,0,0
20090214,0,1,1,0,0,0,0,0,0,0,0,0,0
20090215,0,1,1,0,0,0,0,0,0,0,0,0,0
20090216,0,0,1,1,0,0,0,0,0,0,0,0,0
20090217,0,0,1,1,0,0,0,0,0,0,0,0,0
20090218,0,0,0,0,0,0,0,0,0,0,0,0,0
20090219,0,0,0,0,0,0,0,0,0,0,0,0,0
20090220,0,1,1,1,0,0,0,0,0,0,0,0,0
20090221,0,0,0,0,0,0,0,0,0,0,0,0,0
20090222,0,0,0,0,0,0,0,0,0,0,0,0,0
20090223,0,0,0,0,0,0,0,0,0,0,0,0,0
20090224,0,0,0,0,0,0,0,0,0,0,0,0,0
20090225,0,0,1,0,0,0,0,0,0,0,0,0,0
20090226,0,0,1,0,0,0,0,0,0,0,0,0,0
20090227,0,0,1,1,0,0,0,0,0,0,0,0,0
20090228,0,0,1,1,0,0,0,0,0,0,0,0,0
20090301,0,0,1,1,0,0,0,0,0,0,0,0,0
20090302,0,0,1,1,0,0,0,0,0,0,0,0,0
20090303,0,1,1,1,0,0,0,0,0,0,0,0,0
20090304,0,0,1,0,0,0,0,0,0,0,0,0,0
20090305,0,1,1,0,0,0,0,0,0,0,0,0,0
20090306,0,1,1,1,0,0,0,0,0,0,0,0,0
20090307,0,1,1,1,0,0,0,0,0,0,0,0,0
20090308,0,0,1,1,0,0,0,0,0,0,0,0,0
